"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"206423170457145344","","","","","2012-05-26 16:34:53 +0000","web","He was as lame as a duck. He had lost a leg and most of his face skin in a tragic collision with a boat propeller."
"206058706012614657","","","","","2012-05-25 16:26:38 +0000","web","What did The Wind say to the Indian? ""Kill them all!"" The Indian was Schizophrenic and killed three tribesmen before being subdued."
"206057863620198400","","","","","2012-05-25 16:23:17 +0000","web","Give a man a fish and you feed him for breakfast; he spends the rest of the day hungry."
"198510916097155072","","","","","2012-05-04 20:34:25 +0000","web","A horse walks into a bar, both the horse and its rider are promptly disqualified from the event. They place dead last."
"198103442982584320","","","","","2012-05-03 17:35:16 +0000","web","How do you kill two birds with one stone? You cage two birds and beat each in turn with the same stone."
"198093650541027328","","","","","2012-05-03 16:56:21 +0000","web","Why did the doctor leave his practice? It was 4:00PM and office hours are 9-4."
"198085614925656064","","","","","2012-05-03 16:24:25 +0000","web","A priest, a minister and a rabbi get on an elevator. Later; a priest, a minister and a rabbi get off the elevator."
"197910597290041344","","","","","2012-05-03 04:48:58 +0000","web","What do you get when you cross a hippo and a rhino? Two angry animals."
"197909877736222720","","","","","2012-05-03 04:46:06 +0000","web","Why did the little girl fall off the swing? She did not have good Motor coordination."
"197903552188923906","","","","","2012-05-03 04:20:58 +0000","web","Knock knock!

The sound a woodpecker makes."
"197900706341068801","","","","","2012-05-03 04:09:39 +0000","web","Perkins serves ""breakfast at any time"". I ordered Pancakes in the year 2250."
"197896319736610816","","","","","2012-05-03 03:52:14 +0000","web","What did the Pope get for Christmas? 

Presents."
"197894663053656065","","","","","2012-05-03 03:45:39 +0000","web","A man walks into a bar. He is rushed to the hospital and treated for injuries."
"197893368087445504","","","","","2012-05-03 03:40:30 +0000","web","A plumber and a construction worker walk into a bar. The bar is successfully repaired and re-opens the following Monday."
"197891690042892289","","","","","2012-05-03 03:33:50 +0000","web","That kid has got a good head on his shoulders. He lost his neck in a tragic accident."
