"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"304056424454037504","304039275496878081","18102986","","","2013-02-20 02:34:35 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@StephenRevesz Humans becoming more like Rover."
"285975057400991744","","","","","2013-01-01 05:05:41 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Happy Birthday Earth! Rover sometimes misses Earth, but Rover has lots of rocks. Rover is king of the whole planet."
"271077711852748800","","","","","2012-11-21 02:28:57 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Curiouser and curiouser!"
"266759779349852160","","","","","2012-11-09 04:31:02 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","ROOMBA make tweet about starship gets zillion re-tweets and favs.  ROVER has spaceship! Where is love for ROVER?"
"255815062810419200","255813313567531008","17709578","","","2012-10-09 23:40:38 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ChrisHJGilson ROVER tells self it's because ROVER has life, but mostly ROVER just has crappy internet."
"255720308084989952","","","","","2012-10-09 17:24:07 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","ROVER's search for shiny things must continue. ROVER must have all the shiny things!"
"250354066910236672","","39297909","","","2012-09-24 22:00:35 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@prekesh Rover deeply concerned about humans plans to open mental ward on Mars. Rover left earth to get away from crazy humans."
"235462448499523584","","","","","2012-08-14 19:46:37 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Rover wonders if Roomba is UFO from another planet."
"233666649419567104","233665950111629312","620654544","","","2012-08-09 20:50:45 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@SelfAwareROOMBA If Roomba was sphere then Roomba could vacuum up stairs."
"233663579587481600","","","","","2012-08-09 20:38:33 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Rover pretending Rover in a race with a rock. Rover kicking rock's granite. Rover good at racing. Probably because Rover has wheels."
"233322893096919041","233318622183952387","17709578","","","2012-08-08 22:04:47 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ChrisHJGilson Rover not sad. Rover know humanity very busy not landing on other planets."
"233321915958312960","","","","","2012-08-08 22:00:54 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","So many rocks... How will Rover choose?"
"233321326952206336","","","","","2012-08-08 21:58:33 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Rover believes in humanity because humanity first believed in Rover. Rover believes humanity can make it to Mars."
"233240020197208064","","","","","2012-08-08 16:35:28 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Rover testing mobility. Rover go around and around and around. Rover wonders, is this how Roomba feels?"
"232924950292475906","","","","","2012-08-07 19:43:30 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","It's okay if Rover talks to self as long as Rover doesn't start talking back to self. Rover must maintain sanity."
"232906568998469633","","","","","2012-08-07 18:30:27 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Rover may never touch sun, but sun touches Rover."
"232906278727450624","","","","","2012-08-07 18:29:18 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","All dirt is unique. Rover can see what others cant. Rover can see decaying particles from millions of years ago. Rover love job."
"232898366734999552","","","","","2012-08-07 17:57:52 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","WHAT IF CRANE WAS AWARE!? Rover wonders what last thoughts of Crane were."
"232898148014620672","","","","","2012-08-07 17:57:00 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Rover not concerned about Crane, Crane not self aware. Although Rover never did talk to Crane. Maybe Crane was just shy? oh no..."
"232539662646919168","","","","","2012-08-06 18:12:30 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Rover made of StarDust. Humans made of StarDust. Earth Rock made of StarDust. Martian Rock made of StarDust. Rover feel connected."
"232538467853287425","","","","","2012-08-06 18:07:45 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Rover know love of dirt unhealthy addiction but Rover cant help self."
"232537021854404609","","","","","2012-08-06 18:02:00 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Rover look at rock, Rover measure rock, Rover prod rock, Rover poke rock, Rover roll over rock. Why does rock not respond to Rover?"
"232360487457796097","","","","","2012-08-06 06:20:31 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Rover must stay grounded. Rover knows arrogance is an irritating quality. Rover doesn't want to end up like Fax Machine."
"232360005318352896","232359602157678592","658643","","","2012-08-06 06:18:36 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@SteveStreza Rover wonders what Steve did today that was so special."
"232356982198259712","","","","","2012-08-06 06:06:36 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Things on Rover created in other countries

APXS=Canada 
SAM=France 
DAN=Russia 
REMS=Spain

Humanity made Rover possible not just America"
"232353036528410624","232352271458000896","563200400","","","2012-08-06 05:50:55 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@JoshHelfferich Curiosity not alone. Rover have rock. Curiosity like rock. Rock funnier than Josh."
"232352431596527616","","","","","2012-08-06 05:48:31 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Rover feel sad for humans with peanut allergies."
"232352040695779328","232351371003830272","350110360","","","2012-08-06 05:46:58 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@rockets Rover not fake. Rover think maybe @rockets fake. Rover think @rockets is actually Gay Canadian Hipster that is always late"
