"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"212298058225033216","","","","","2012-06-11 21:39:36 +0000","web","Milk from cows contain hormones that have been linked to cancer. 

Got Cancer?"
"212222292531490817","","","","","2012-06-11 16:38:32 +0000","web","Snakes prepared for human consumption are often skinned/cooked alive. Snakes eat their pray alive. The disturbing circle of life."
"212221892520718336","","","","","2012-06-11 16:36:56 +0000","web","In The Middle Ages an erect penis was thought to be filled with air. ""Would you like to take a ride on my blimp?"""
"211963992552374273","","","","","2012-06-10 23:32:08 +0000","web","""Guatemalan Raspberries"" is a nickname for explosive diarrhea caused by eating bacteria ""cyclospora"" often found on Guatemalan Raspberries"
"211956838986547201","","","","","2012-06-10 23:03:43 +0000","web","Too much salt may cause heart disease and so may too little http://t.co/kolqgV0j A heart cant make up its mind in love or salt.","http://www.reuters.com/article/2011/11/22/us-salt-tied-heart-risks-idUSTRE7AL2GA20111122"
"211953625457639425","","","","","2012-06-10 22:50:56 +0000","web","The symptoms of arsenic &amp; cyanide poisoning can be very similar. However, cyanide tastes like almonds &amp; arsenic is tasteless. yumm almonds."
"211950664471937024","","","","","2012-06-10 22:39:10 +0000","web","Anatidaephobia is the fear of being watched by a duck. Treatment for Anatidaephobia is covered under Aflac's insurance http://t.co/h7uH7fHR","http://en.wikipedia.org/wiki/File:Aflac.png"
"211948396662104064","","","","","2012-06-10 22:30:10 +0000","web","""Honey, I had sex with the secretary for science! For science!"""
"211948299085811712","","","","","2012-06-10 22:29:46 +0000","web","At one time it was difficult to find volunteers for sex research so test subjects were often the researchers themselves."
"211945791525371907","","","","","2012-06-10 22:19:49 +0000","web","Chocolate is toxic to cats &amp; dogs. So that Kit-Kat is probably not a good treat for your kitty cat. http://t.co/G6jTeQLS","http://en.wikipedia.org/wiki/Theobromine_poisoning"
