"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"154631525139361793","","","","","2012-01-04 18:33:23 +0000","web","I do nickname loved ones on occasion. I call my brother ""Go"". It makes many commands much shorter yet still remain personal ""Go away""."
"154623960284274688","","","","","2012-01-04 18:03:19 +0000","web","Two metal things DO NOT fucking make music together. Learn how to use a knife & fork without cutting one with the other."
"154463598175989760","","","","","2012-01-04 07:26:06 +0000","web","People shake hands so that they can gauge each others gripping strength in case they need help lifting things."
"154463125452750848","","","","","2012-01-04 07:24:13 +0000","web","My large motor skills have always been way beyond my peers so they loved it when I struggled with my jacket. Stupid jock, cant work a zipper"
"154462524312535040","","","","","2012-01-04 07:21:50 +0000","web","I realized around 9-10 that there was something wrong with my small motor skills, everyone else had long masted zippers."
"154460519594598400","","","","","2012-01-04 07:13:52 +0000","web","I don't write much better than I did when I was 8. Back then people were impressed by my handwriting. I gave up trying to improve around 13."
"154460409343127552","","","","","2012-01-04 07:13:25 +0000","web","""Is that your signature?"" ""Yes."" ""Are you sure?"" ""Yes!"" ""Ummm, okay"" ""You sure you don't wan't to sign again?"" ""ugh."""
"154455884108541952","","","","","2012-01-04 06:55:27 +0000","web","So I set out to devour everything comedic I could get. I've put in more hours becoming mildly funny than most successful stand ups."
"154455464959152128","","","","","2012-01-04 06:53:47 +0000","web","I didn't actually have a NT sense of humor for a long time. I was a clown & desperately wanted to be funny but wasn't. cont..."
"154448919932321792","","","","","2012-01-04 06:27:46 +0000","web","Legos, zippers & shoelaces were invented by some freakishly skilled Asian dude with small hands."
"154448073534357504","","","","","2012-01-04 06:24:24 +0000","web","Hands & fingers, how the fuck am I supposed to work these things? They apparently aren't meant to go near my eyes. Is there a manual?"
"154446209833123840","","","","","2012-01-04 06:17:00 +0000","web","I enjoy my music more when my eardrums hurt & I'm being shoved around by a few hundred sweaty people. So yes, I'd love to go to a concert."
"154445067665408000","","","","","2012-01-04 06:12:28 +0000","web","People say hello so they can gauge each other's emotional state; so they know if 1 of them is going to kill the other over the other's wife."
"154444720288972800","","","","","2012-01-04 06:11:05 +0000","web","No brain, the Jamba Juice guy doesn't want to know the capital of Sweden, figure out what smoothie we want. ""Did you know the capital.."" ugh"
